"Rating","Date","Title","Content","Reviewer","Verified","Brand Response"
"5","08/05/2025","Harika","Ailecek deniz tatillerimizde kullanıyoruz. 3 yıldan daha uzun süredir her yaz denize gittiğimizde mutlaka yanımıza alıyoruz. 3 kişilik yazmasına rağmen biz ortalama kiloda insanlar olarak 4 kişi rahat sığdık. Yeterli bir tavan yüksekliği var, malzeme kalitesi güzel, güneş ışığını makul seviyede alıyor. Havalandırması sıcak havada biraz yetersiz kalabiliyor ama abartılacak kadar değil. Ucuza diğer markaları alacağınıza bu çadırı alın kafanız rahat yıllarca kullanın. Ayrıca yer kaplamayan bir çantası ve rahat kurulum imkanı sunuyor.","Umut, Türkiye","Yes","No response"
"5","08/05/2025","TOP","Heute angekommen, gleich mal auf- und abgebaut: Aufbau 8 Minuten, geht echt super einfach! Anregung an die Techniker von QUECHUA: für die Mitte der Stangen ein Kreuz zum einrasten anfertigen, dann hält das Gestänge besser, das mit der Schnur ist suboptimal. Abbau ging etwas schneller und das Zelt hat sofort wieder in die Tasche gepasst! Nähte sind ordentlich verarbeitet, nur die Heringe tausch ich gegen stabilere aus, die originalen sind doch recht dünn geraten. Benutze das Zelt alleine, so hab ich ordentlich Platz für meine Habseligkeiten, für 3 Personen mit Gepäck definitiv zu klein. Mal sehen wie sich das Zelt im Einsatz bei Wind und Regen schlägt…","Monika, Germany","Yes","No response"
"5","08/05/2025","super","super","Aksana, Poland","Yes","No response"
"4","08/05/2025","N/A","Ottima tende per qualità/prezzo. non adatta a lunghi cammini, è un po' pesante. in due ci si sta comodi. in tre si sta un po' stretti ma è fattibile.","MATTEO, Italy","Yes","No response"
"5","08/05/2025","Güzel","Kullanımı rahat, yaz için il görür. Ben memnunum","İlknur, Türkiye","Yes","No response"
"5","08/05/2025","👍","harika bir çadır çok kullanışlı kolay kurulum","Kubilay, Türkiye","Yes","No response"
"5","08/05/2025","N/A","kaliteli güzel kurulum da çok basit ama FB özellik yok o yüzden sıcak havalarda basık olabilir .","Alparslan DAŞ, Türkiye","Yes","No response"
"5","07/05/2025","polecam","polecam","Paweł, Poland","Yes","No response"
"5","07/05/2025","N/A","Fiyat olarak diğer çadırlara göre iyi kalite olarak da iyi tavsiye ederim","sahin, Türkiye","Yes","No response"
"5","07/05/2025","N/A","Tam bir fiyat performans ürünü. Çok kurtarıcı. Kurumu da çok basit.","dilek, Türkiye","Yes","No response"
"5","07/05/2025","N/A","ÇOK RAHAT 2 KİŞİ İÇİN","EMRE, Türkiye","Yes","No response"
"5","07/05/2025","N/A","Awesome product","Avijit, India","Yes","No response"
"5","06/05/2025","N/A","Resiste, no se filtra el agua, tiene un buen espacios para las 3 personas, no es pesada y es facil de armar","Kimberly Buitrago C, Colombia","Yes","¡Hola Kimberly! ¡Tus comentarios son muy importantes para nosotros! ¿Sabías que nuestros productos son testeados por deportistas? esto nos permite ofrecerte artículos con la mejor calidad y adaptados a tus necesidades deportivas. Esperamos que alcances todas tus metas con tus nuevos productos Decathlon. ¡Un saludo deportivo!"
"5","06/05/2025","N/A","Amplia y muy sencilla de montar, buena transpiración (ventilación) sin condensación pese a la humedad ambiental. Usada con colchón inflable tamaño matrimonio y dos personas podrías guardar dentro además dos bicis y equipaje para camino Santiago por poner un ejemplo.","Miguel Angel, Spain","Yes","No response"
"5","06/05/2025","Mały, lekki wygodny","Mały lekki, wygodny do transportu na rowerze, z tę cenę idealny. Syn używa na wycieczki rowerowe, łatwo się rozkłada, w razie zguienia elementu łatwo podmienić nawet zupełnie z innej firmy","Maria, Poland","Yes","No response"
"5","06/05/2025","super","polecam","Mateusz, Poland","Yes","No response"
"4","06/05/2025","ok","dobry stosunek ceny do jakości","GRZEGORZ, Poland","Yes","No response"
"5","06/05/2025","Duży i łatwy w transporcie","Namiot sprawdził się podczas wypraw rowerowych, nie pruje się; jest solidny, łatwy w montażu i demontażu","Daniel, Poland","Yes","No response"
"5","05/05/2025","herkese lazim","3 kişi çok rahat kaldık içine 2 ve tek kisilik yatak sığıyor kurulum 3 dakika","Burak, Türkiye","Yes","No response"
"5","05/05/2025","namiot","super namiot ⛺","Jarosław, Poland","Yes","No response"
"5","03/05/2025","idéal pour notre usage !","notre usage en question : - tente d'appoint en complément de notre tente 4 places 2 chambres, pour 3 personnes sur des séjours de 15 jours l'été. - tente pour 3 personnes lors de rapide weekend avec stokage des sacs en voiture.  Facile à monter. nous replions le sol en 4 sinon impossible de le faire rentrer dans le sac.  le sac se ferme par élastique. des sangles avec clips en plastique serait bienvenu car nous utilisons une autre bâche (mise a dimensions avec scotch toilé)pour mettre sous la tente et la préserver dans le temps.  utilisée avec des matelas mousse et auto-gonflant de 50 mm. place suffisante. impossible avec des matelas simples 1 er prix","Alban, France","Yes","No response"
"5","29/04/2025","Très bonne tente","Excellente tente même si résistance au vent très faible","Loïc, France","Yes","No response"
"5","29/04/2025","N/A","parfait","Anthony, France","Yes","No response"
"4","25/04/2025","çok iyi","üç kişi için çok buyukte denebilir","Halil, Türkiye","Yes","No response"
"4","25/04/2025","N/A","Práctica y fácil de montar","SANTOS, Spain","Yes","No response"
"5","25/04/2025","réclamation tente non conforme à la description","Bonjour, je me permets de vous contacter suite à mon achat d'une tente 3 places effectué le 9 Avril 2025 en magasin. Après utilisation lors de 2 nuits en camping, cette tente ne correspond pas à la capacité annoncée. Elle est adaptée pour 2 personnes seulement ce qui ne correspond pas à la description indiquée lors de l'achat. Je souhaite donc faire valoir mes droits en matière de conformité du produit. Bien que la tente ait été utilisée, son usage a été très limité ( 2 nuits) et elle a été soigneusement repliée et conservé dans son état d'origine. je vous remercie de bien vouloir m'indiquer la procédure à suivre pour un retour ou un rachat d'un modèle supérieur. Dans l'attente de votre retour, Cordialement Bruno SEGURA 06 88 08 28 52","Bruno, France","Yes","No response"
"5","24/04/2025","Buona.","Dimensioni adeguate per due persone.","Sebastiano, Italy","Yes","No response"
"5","24/04/2025","Kurulumu çok kolay, kullanışlı","Bu paraya alınabilecek en iyi çadır. Tam bir fiat performans ürünü.","Hakkı, Türkiye","Yes","No response"
"1","24/04/2025","Low Product Quality","i already use quache tent but this product is very bad quality material and zip totaly un satisfied","Rajesh, India","Yes","Hello Rajesh  Thank you for sharing your experience with our tent. I understand your disappointment with the material quality and the zipper & I'm so sorry for that.  Could you please provide more specific details about what aspects of the material you found to be of poor quality? Also, could you elaborate on the issue you encountered with the zipper? Understanding exactly what went wrong and why you are unsatisfied will be very helpful for me.  Your feedback is important, and I will definitely forward it to our design and quality teams for review and to inform future improvements.  Thank you for taking the time to share your concerns.  Stay Fit, Stay Active VIKRAM SINGH CHAUHAN Sports Ambassador Mountain Sports"
"5","23/04/2025","има място даже за 4тирима","мн е хубава монтажа ми отне 1час и 20мин засичах 3 пити я почвах от начало защото не можах да схвана цаката ама на 4въртия път се получи","Gergana, Bulgaria","Yes","No response"
"5","23/04/2025","N/A","Chống thấm tốt, rộng rãi","Anonymous Author, Vietnam","Yes","No response"
"4","20/04/2025","Preis Leistung top","Habe das Zelt für ein Openair gekauft und war echt zufrieden. Kann man auch alleine aufbauen. Hat super gehalten. Wasserdicht. Würd es wieder kaufen.","Julia, Switzerland","Yes","No response"
"5","18/04/2025","Dobry tani namiot","Po spędzeniu aktualnie jednej dość zimnej nocy (około 3°) w tym namiocie mogę stwierdzić, że jestem z niego zadowolony. Myślę, że będąc w śpiworze mógłbym w nim wytrzymać nawet przy temperaturze 0°. Na początku byłem trochę poirytowany jego rozłożeniem, ale po przeczytaniu dokładnie instrukcji, dalsze rozłożenie odbyło się zgrabnie. Plus za dodatkowy tropik, kieszonki na różne rzeczy i linkę do rozwieszania ubrań itp. W tej cenie śmiem wątpić, że znajdziemy coś lepszego. Polecam","Korn, Poland","Yes","No response"
"5","14/04/2025","Resiste fuerte tormenta con viento y lluvia","Compré la tienda por ser barata, sin mucha confianza en sus prestaciones. La llevo usando 4 años y es fantástica. Sin ir más lejos, el verano pasado me pilló una tormenta eléctrica brutal en medio del Pirineo, con muchos litros de agua y vientos muy fuertes, y la tienda resistió toda la noche la fuerza del viento y no entró ni una gota de agua. Increíble.","Alejandro, Spain","Yes","No response"
"5","14/04/2025","Opnia","Lekki, zajmuje mało miejsca, prosta instrukcja rozłożenia i złożenia, ładne kolory, odporne na słońce i deszcz. Użytkowany przez młodzież i dorosłych.","Anna, Poland","Yes","No response"
"5","14/04/2025","N/A","I just love camping & sleeping in tents, these are very airy, well netted, to keep mosquitos & creepers away, it get all the mental pressure released & I am full of energy again","Gautam Acharjee , India","Yes","No response"
"5","11/04/2025","N/A","Lovely tent","Vinay, India","Yes","No response"
"5","10/04/2025","Mükemmel","Kalitesi cok iyi 3 kisilik yaziyo ama 5 kisi bile kalanilirsin cift kisilik sisme yatak tam sigiyo icine yanlardada bosluk kaliyo kurulumu cok kolay","Sadık, Türkiye","Yes","No response"
"4","09/04/2025","Kullanışlı","Sırt çantasıyla yürüyüşler için biraz ağır ama araç için ideal","Kadir, Türkiye","Yes","No response"
"5","08/04/2025","-","Jestem początkujący i to jest mój pierwszy namiot i jest naprawdę super jak składałem go poraz pierwszy to na początku były lekkie problemy bo to moja pierwsza styczność z namiotem ale szybko sobie poradziłem a za drugim razem to już 5 minut i namiot cały złożony bez jakiekolwiek problemu ani instrukcji więc mega łatwy w rozłożeniu i demontażu","Paweł , Poland","Yes","No response"
"5","08/04/2025","April camping","So bought this beauty last September been dying to try it out watch tons of YouTube clips on setting it.  First of all it is brease to put up. I am 6’5 tall which meant i was touching the ends but with fact in pitch first and separate fly sheet i did not get wet there was condensation between the inner and outer but insife was bone dry. Things i would next time guild lines i never used them as i ft there was no wind. Maybe if pegged it the outer would be more effervescent against condensation but i had top on doir open and the outer closed my first two nights csmping ok little cold but ok this ten would sleep three but for one big like me it is a palice. Things i eould take next double air bed. There is loads if room for one. This tent is great floor is thick abd goes up the sides by about75mm so you should br dry when you wake up. I cant wait to use it again.","andrew, United Kingdom","Yes","Hi, Thank you for the 5* product review! We’re thrilled to hear that you’re happy with your purchase. We appreciate the time you have taken to review this product and that you have shared your good experience to help others make a purchase.  We hope to see you back soon.  Kind regards,  Dean"
"5","08/04/2025","ideal","bir iki günlük kamp için almıştım memmunum","Onur , Türkiye","Yes","No response"
"5","07/04/2025","F.P","2 kişilik bir çadır aslında eşyanızı da katın tavsiye ederim tek sıkıntı bir çantası olmaması oda olsaymış efsane olurmuş","OKTAY, Türkiye","Yes","No response"
"3","07/04/2025","Fresh black","Modelin mh100 3 kişilik olanını kullanıyorum. İç kaplamayı yedek fresh black olarak nasıl temin edebilirim, iç astar model ve ölçüleri aynı şekilde","Adem, Türkiye","Yes","No response"
"4","05/04/2025","N/A","Molto facile da montare","Marilena, Italy","Yes","No response"
"5","04/04/2025","Superb","Good quality,easy to carry,and very easy to pitch and total worth of money","Pillai, India","Yes","No response"
"5","03/04/2025","N/A","Best tent this price","Akash , India","Yes","No response"
"5","02/04/2025","kurulum kolay","3 kişilik diyor ama bunu 2 kişi olarak düşünün. 2 kişi + biraz da çanta vs için yer kalıyor. yazları serin bir yere kurmazsanız içi yanıyor.","engin, Türkiye","Yes","No response"
"5","02/04/2025","Tek kişilik kamp çadırı","Tek kişi kamplarda çok güzel bol bol yeriniz oluyor basit kurulum toplama sadece doğrudan güneş altına koymayın içeriye çok ışık geliyor sabahın ilk ışıklarında ayağa kalkarsınız karanlık ortam sevenler için ışık geçirmez modeli daha mantıklı","sertan, Türkiye","Yes","No response"
"3","02/04/2025","N/A","杆不耐用，很會斷了，幸好有退貨服務。","Yan Yee, Hong Kong SAR China","Yes","你好, Yan Yee  午安，十分感謝閣下抽時間給我們的行山產品留下評分和意見。  首先對於未能帶給您愉快的產品體驗，我們深表歉意。  我們非常關心您在DECATHLON的購物體驗，我們會把相關資訊交給產品部門作跟進。  同時，Decathlon HK 有提供營杆配件，如有存貨，我們可代為下單, 為閣下運送全新配件到鋪給運動用家作更換。如有需要，請隨時歡迎詢問我們的運動大使提供協助。  對於是次問題對閣下造成的不便，再次表達我們的歉意!  我們會更加努力為你提供滿意的用戶體驗。  祝你有美好的一天!  謝謝   Jason Lau Decathlon Hong Kong Sports Team"
"4","01/04/2025","Realidade","Faltou zíper duplo na porta. Só fecha pra cima. Poderia ter as duas opções.","Nelson, Brazil","Yes","No response"
"5","01/04/2025","N/A","Very good","Tarun, India","Yes","No response"
"5","01/04/2025","Preț raport/ calitate bun!","Am fost pe munte 3 nopți, final de martie, in condiții de ploaie frecventa, vânt în rafale de 30/40km, temperaturi scăzute. Cortul s a comportat foarte bine, f ușor de montat, se usucă relativ ușor, ventilație buna, a rezistat la vânt și ploaie! Atenție, recomand cortul pentru 2 persoane plus echipament, NU încap 3 persoane adulte!","Paul, Romania","Yes","No response"
"3","01/04/2025","Geräumiges Zelt mit Schwächen in der Haltbarkeit","Grundsätzlich ist das ein geräumiges Zelt, das man mal nutzen kann. Man muss allerdings Abstriche bei der Haltbarkeit machen: Bereits nach zwei Nutzungen wurden die Stangen bei mir zum Garantiefall. Immerhin verlief der Austausch problemlos.","Manuel, Germany","Yes","No response"
"5","31/03/2025","Simple et efficace","Tente simple et efficace. On prend une 3 places pour 2 afin de pouvoir stocker nos sacs dans la tente pendant les grandes randos. c'est ce qu'il faut pour des nuits pas trop humides et pas trop froides.","sabine, France","Yes","Bonjour Sabine,  Ravi que ce produit vous convienne parfaitement.  A très vite dans votre magasin Decathlon L'équipe Decathlon Mainvilliers  Theo"
"5","31/03/2025","Harika","Çok sağlam 2 kişi için ideal havalandırma daha iyi olabilirdi ama çok kaliteli","Canan, Türkiye","Yes","No response"
"2","28/03/2025","N/A","Water coming inside when its raining, We have to close the tent inorder to avoid water coming inside","RAJKUMAR, India","Yes","No response"
"5","28/03/2025","N/A","As per expectations so far!","RAJDEEP, India","Yes","No response"
"5","28/03/2025","N/A","I was using this tent from 1year and it is very useful","Akshay Mahadik , India","Yes","No response"
"5","28/03/2025","N/A","Jika frame dan pasak dari aluminium mungkin akan menurunkan bobot","Kurnia Eka, Indonesia","Yes","Hallo Kak Kurnia Eka,  Terimakasih atas waktu anda untuk menulis ulasan produk kami. Kami sangat senang anda memiliki pengalaman yang baik menggunakan produk kami. Masukan mengenai pasak dan frame akan kami teruskan. Silahkan cek model trek tent kami sebagai opsi lainnya untuk jenis frame alumunium. Kami selalu berusaha untuk memberikan produk dan pelayanan terbaik untuk semua pelanggan kami. Jika anda memiliki saran lebih mengenai produk kami, silahkan hubungi kami sehingga kami bisa memberikan penawaran terbaik setiap hari untuk anda.  Sampai Jumpa!  Zairina"
"5","28/03/2025","N/A","Nyaman","Widi, Indonesia","Yes","Hallo Kak Widi,  Terimakasih atas waktu anda untuk menulis ulasan produk kami. Kami sangat senang anda memiliki pengalaman yang baik menggunakan produk kami. Kami selalu berusaha untuk memberikan produk dan pelayanan terbaik untuk semua pelanggan kami. Jika anda memiliki saran lebih mengenai produk kami, silahkan hubungi kami sehingga kami bisa memberikan penawaran terbaik setiap hari untuk anda.  Sampai Jumpa!  Zairina"
"5","28/03/2025","N/A","Great tent. Kept me dry under heavy rain during a beach camp (with no ground sheet). Also withstood heavy winds during a mountain camp (though one part of fiberglass pole got a crack). Was able to fit a queen size air mattress inside.","Royce Neil Salvatierra, Philippines","Yes","No response"
"5","28/03/2025","N/A","The tent is truly water-proof. Used twice during through rainy nights and not a single drop of rain went in. The tent is easy to install & dismantle. However, the placement of handle could be better. Overall, the product is really worth the spend!","Mikaella, Philippines","Yes","No response"
"5","27/03/2025","N/A","Chất lượng tốt, sẽ giới thiệu cho bạn bè.","Anonymous Author, Vietnam","Yes","No response"
"5","25/03/2025","spoko","w tej cenie ciężko znaleźć coś lepszego","Mateusz, Poland","Yes","No response"
"5","25/03/2025","evde kurdum","beklediğimden geniş. yaz şartları için ideal duruyor","Potanak, Türkiye","Yes","No response"
"5","25/03/2025","polecam","w tej cenie naprawdę świetny namiot ⛺","Mateusz, Poland","Yes","No response"
"5","24/03/2025","N/A","Recommended.","KeiyEroehl, Philippines","Yes","No response"
"5","22/03/2025","QUECHUA MH100","Perfecta para escapadas de fin de semana","Luis, Spain","Yes","No response"
"5","20/03/2025","iş görür","kamp için yeni başlangıç paketi olarak güzel ürün","sinan, Türkiye","Yes","No response"
"4","19/03/2025","Segurança","Bom produto, resistiu muito bem contra chuvas e ventos. Na abertura da lateral superior, para entrada/saída de ar, não há uma tela (tecido) de proteção contra insetos e animais peçonhentos. Vou ter que colocar na minha barraca. Fica a dica para melhorias a serem feitas e proteção aos usuários.","Wilson, Brazil","Yes","No response"
"5","19/03/2025","Barraca ótima. Nada do que reclamar","Barraca muito prática, confortável. Atendeu as minhas necessidades","Cleone, Brazil","Yes","No response"
"5","19/03/2025","N/A","Nice product, value for money…","Mohan, India","Yes","No response"
"5","19/03/2025","3 kişilik geniş çadır","tek başıma ege turu yapacağım için aldım.Geniş ve ferah olması için 3 kişilik olan modelini aldım. Evin içerisine kurdum,tahmin ettiğimden çok daha büyük ve genişmiş tek başıma bir iki dakika sürdü kurulumu oldukça iyi.","ADEM, Türkiye","Yes","No response"
"5","17/03/2025","Carino, lo consiglio","Buon Prodotto","stefano, Italy","Yes","No response"
"5","14/03/2025","Εξαιρετική και vfm","Πανευκολη στο στησιμο απο ενα ατομο, αρκετα ευρυχωρη για 2 ατομα, για 3 ειναι λιγο στεναχωρη.Το μονο αρνητικο : Τα πασσαλακια ειναι πολυ μικρα και για μαλακο χωμα","Κώστας, Greece","Yes","Καλησπέρα σας,  Σας ευχαριστούμε πολύ για τον χρόνο που αφιερώσατε και για το θετικό σας σχόλιο.   Ελπίζουμε να σας εξυπηρετήσουμε ξανά σύντομα.  Με εκτίμηση,  Η ομάδα της Decathlon.    Anna"
"5","12/03/2025","N/A","Good","Naveen, India","Yes","No response"
"5","12/03/2025","N/A","To good","Rajkumar Bherve, India","Yes","No response"
"5","11/03/2025","N/A","Excellent in all seasons, secondly protection from mosquito & insects on terrace & also from dangerous animals in forest (trekking)","Dhananjay, India","Yes","No response"
"4","11/03/2025","N/A","Good","Souvik, India","Yes","No response"
"5","11/03/2025","N/A","This is the best quality tent I would like to recommend all to buy this. Only one negative point is that the tent is bit heavy and might not the best option to carry to the high on mountains. This is my personal experience but the choice is yours... 👍👍","Sandeep, India","Yes","No response"
"5","07/03/2025","N/A","We the family of 3 used this 3 person camping tent along with a large Turp during our field day program of Amatuer Radio (HAM Radio) couple of weeks back near Kolkata. The tent accomodated us comfortably. On the night it drizzle rained, it was wonderful experience hearing rain drop sound.","Amitava, India","Yes","No response"
"5","07/03/2025","Bets Quality","Best tent for 3 person sharing 4 Slim person can sleep easily Easy to carry","GL, India","Yes","No response"
"5","06/03/2025","N/A","Good product but more improvement for waterproofing & easy to carry.","Pankaj, India","Yes","No response"
"5","06/03/2025","N/A","excellent product, value for money","Principal Nvpas, India","Yes","No response"
"5","05/03/2025","N/A","Good","Prasanna kumar mohsnty, India","Yes","No response"
"5","05/03/2025","N/A","compact and useful prodsuct","sunil, India","Yes","No response"
"4","05/03/2025","3 Kişilik Çadır","daha dışarda kullanma fırsatım olmadı ama bu fiyata en iyisi decathlondan devam","Hüseyin Faruk, Türkiye","Yes","No response"
"4","04/03/2025","N/A","Material is so good Worth the price","TOTO, India","Yes","No response"
"5","04/03/2025","N/A","Tốt","Anonymous Author, Vietnam","Yes","Xin chào bạn,  Decathlon cảm ơn bạn đã dành thời gian chia sẻ trải nghiệm của bạn với sản phẩm tại Decathlon Việt Nam.  Đánh giá này của bạn sẽ giúp cho những khách hàng khác của Decathlon cũng như bộ phần sản xuất hiểu hơn về thông tin chung, tính năng cũng như những điểm nổi bật của sản phẩm.  Chúc bạn và gia đình sẽ có thêm nhiều trải nghiệm thể thao cùng Decathlon.  Trân trọng, Decathlon Việt Nam.    Vy"
"5","04/03/2025","N/A","Sản phẩm dễ sử dụng tháo lắp thuận tiện","Anonymous Author, Vietnam","Yes","No response"
"4","03/03/2025","tente","tente très pratique montage et démontage facile même seul se range facilement","Emma, France","Yes","No response"
"5","03/03/2025","Good tent, very small","Decent for the price, didn’t break at all and is waterproof Just a bit smaller than expected","Row, United Kingdom","Yes","No response"
"5","02/03/2025","N/A","Stan jsme lehko poskládali byl prostorny.","Karolína, Czechia","Yes","No response"
"5","27/02/2025","Mükemmel","Çok memnun kaldık çok güzel sağlam","Hüdaver, Türkiye","Yes","No response"
"5","27/02/2025","N/A","Recommended!","Shubham, India","Yes","No response"
"5","27/02/2025","N/A","Nice product","Deepak, India","Yes","No response"
"5","26/02/2025","N/A","Good","Amit, India","Yes","No response"
"4","26/02/2025","Good","Good","Gurung, India","Yes","No response"
"5","26/02/2025","N/A","Good quality","Shivam, India","Yes","No response"
"5","25/02/2025","Çok güzel","3 oda 1 salon ev rahatlığı var.","Erdoğan, Türkiye","Yes","No response"
"5","24/02/2025","Kaliteli Ürün","Çadırı kurduğunuzda kalitesini görüyorsunuz. harika renk seçimi ve mükemmel tasarım. 3 kişi normal şekilde sığar ama 2 kişi çok daha rahat olur biz iki yatağı birleştirip yan taraflara eşyalarımızı koymuştuk. eşya için yeriniz varsa 3 kişi çok iyi sığar.","Fatih, Türkiye","Yes","No response"
"5","24/02/2025","N/A","essendo la mia prima tensa mi sono trovato bene, in 2 si sta bene","Francesco, Italy","Yes","No response"
"4","24/02/2025","N/A","Great for camping during night. But recommend to use during summer.","Allen, Philippines","Yes","No response"
"5","24/02/2025","N/A","For the price, it's a smart buy. Very easy to assemble and disassemble. Easy to carry, not heavy at all. True that it can fit 3 people.","Dianna Mae, Philippines","Yes","No response"
"5","24/02/2025","N/A","Good","Aine, Philippines","Yes","No response"
